#Time 	 PotE 	 KinE 	 TotE 	 kT 	 v0_v
 0.0795 	 -294.25 	 2605.50 	 2311.26 	 2.0104 	 0.111753
 0.0796 	 -294.26 	 2599.70 	 2305.44 	 2.0059 	 0.105359
 0.0797 	 -294.27 	 2593.37 	 2299.10 	 2.0011 	 0.106683
 0.0798 	 -294.28 	 2593.41 	 2299.13 	 2.0011 	 0.137996
 0.0799 	 -294.29 	 2599.66 	 2305.37 	 2.0059 	 0.140099
 0.0800 	 -294.30 	 2597.44 	 2303.14 	 2.0042 	 0.143120
 0.0801 	 -294.31 	 2604.97 	 2310.66 	 2.0100 	 0.129557
 0.0802 	 -294.32 	 2631.98 	 2337.66 	 2.0308 	 0.109471
 0.0803 	 -294.33 	 2653.26 	 2358.93 	 2.0473 	 0.111177
 0.0804 	 -294.34 	 2644.63 	 2350.29 	 2.0406 	 0.134757
 0.0805 	 -294.36 	 2651.95 	 2357.60 	 2.0463 	 0.107977
 0.0806 	 -294.37 	 2649.59 	 2355.22 	 2.0444 	 0.112125
 0.0807 	 -294.38 	 2666.27 	 2371.90 	 2.0573 	 0.073122
 0.0808 	 -294.39 	 2679.23 	 2384.85 	 2.0673 	 0.099364
 0.0809 	 -294.40 	 2673.82 	 2379.43 	 2.0631 	 0.073342
 0.0810 	 -294.41 	 2668.31 	 2373.91 	 2.0589 	 0.087066
 0.0811 	 -294.42 	 2659.04 	 2364.62 	 2.0517 	 0.127133
 0.0812 	 -294.43 	 2682.54 	 2388.11 	 2.0699 	 0.129745
 0.0813 	 -294.44 	 2697.65 	 2403.21 	 2.0815 	 0.111771
 0.0814 	 -294.45 	 2690.79 	 2396.34 	 2.0762 	 0.140124
 0.0815 	 -294.46 	 2675.75 	 2381.29 	 2.0646 	 0.176320
 0.0816 	 -294.47 	 2673.95 	 2379.48 	 2.0632 	 0.177282
 0.0817 	 -294.48 	 2675.36 	 2380.88 	 2.0643 	 0.177721
 0.0818 	 -294.49 	 2668.33 	 2373.84 	 2.0589 	 0.184535
 0.0819 	 -294.50 	 2653.81 	 2359.31 	 2.0477 	 0.195571
 0.0820 	 -294.51 	 2657.56 	 2363.05 	 2.0506 	 0.178937
 0.0821 	 -294.52 	 2674.29 	 2379.77 	 2.0635 	 0.195915
 0.0822 	 -294.53 	 2664.27 	 2369.73 	 2.0558 	 0.161821
 0.0823 	 -294.54 	 2662.32 	 2367.77 	 2.0543 	 0.168792
 0.0824 	 -294.55 	 2660.90 	 2366.35 	 2.0532 	 0.189813
 0.0825 	 -294.56 	 2664.45 	 2369.89 	 2.0559 	 0.221452
 0.0826 	 -294.57 	 2648.08 	 2353.51 	 2.0433 	 0.229414
 0.0827 	 -294.58 	 2645.63 	 2351.05 	 2.0414 	 0.230374
 0.0828 	 -294.59 	 2655.64 	 2361.05 	 2.0491 	 0.234789
 0.0829 	 -294.60 	 2648.21 	 2353.61 	 2.0434 	 0.224325
 0.0830 	 -294.61 	 2628.68 	 2334.06 	 2.0283 	 0.231868
 0.0831 	 -294.62 	 2620.89 	 2326.26 	 2.0223 	 0.192175
 0.0832 	 -294.63 	 2618.01 	 2323.37 	 2.0201 	 0.177069
 0.0833 	 -294.64 	 2606.54 	 2311.89 	 2.0112 	 0.148639
 0.0834 	 -294.65 	 2596.20 	 2301.55 	 2.0032 	 0.162114
 0.0835 	 -294.66 	 2596.91 	 2302.25 	 2.0038 	 0.146162
 0.0836 	 -294.67 	 2578.37 	 2283.70 	 1.9895 	 0.129872
 0.0837 	 -294.68 	 2589.88 	 2295.20 	 1.9984 	 0.130100
 0.0838 	 -294.69 	 2579.16 	 2284.46 	 1.9901 	 0.106503
 0.0839 	 -294.70 	 2584.31 	 2289.61 	 1.9941 	 0.091049
 0.0840 	 -294.71 	 2596.23 	 2301.52 	 2.0033 	 0.087752
 0.0841 	 -294.72 	 2586.25 	 2291.53 	 1.9956 	 0.124610
 0.0842 	 -294.73 	 2605.94 	 2311.21 	 2.0108 	 0.112971
 0.0843 	 -294.74 	 2599.08 	 2304.34 	 2.0055 	 0.109578
 0.0844 	 -294.75 	 2615.78 	 2321.03 	 2.0183 	 0.127698
 0.0845 	 -294.76 	 2614.89 	 2320.13 	 2.0177 	 0.134089
 0.0846 	 -294.76 	 2610.27 	 2315.50 	 2.0141 	 0.132387
 0.0847 	 -294.77 	 2612.60 	 2317.83 	 2.0159 	 0.136249
 0.0848 	 -294.78 	 2609.49 	 2314.71 	 2.0135 	 0.114893
 0.0849 	 -294.79 	 2625.08 	 2330.29 	 2.0255 	 0.114426
 0.0850 	 -294.80 	 2627.75 	 2332.96 	 2.0276 	 0.104683
 0.0851 	 -294.81 	 2635.09 	 2340.28 	 2.0332 	 0.076170
 0.0852 	 -294.82 	 2632.85 	 2338.03 	 2.0315 	 0.072571
 0.0853 	 -294.83 	 2599.28 	 2304.45 	 2.0056 	 0.074826
 0.0854 	 -294.83 	 2581.61 	 2286.78 	 1.9920 	 0.086221
 0.0855 	 -294.84 	 2583.65 	 2288.81 	 1.9936 	 0.086390
 0.0856 	 -294.85 	 2585.17 	 2290.32 	 1.9947 	 0.063356
 0.0857 	 -294.86 	 2580.20 	 2285.35 	 1.9909 	 0.056617
 0.0858 	 -294.87 	 2576.29 	 2281.42 	 1.9879 	 0.056735
 0.0859 	 -294.87 	 2570.26 	 2275.38 	 1.9832 	 0.059325
 0.0860 	 -294.88 	 2576.01 	 2281.12 	 1.9877 	 0.035324
 0.0861 	 -294.89 	 2549.34 	 2254.45 	 1.9671 	 0.060031
 0.0862 	 -294.90 	 2554.11 	 2259.21 	 1.9708 	 0.058987
 0.0863 	 -294.91 	 2556.13 	 2261.22 	 1.9723 	 0.060928
 0.0864 	 -294.92 	 2550.29 	 2255.37 	 1.9678 	 0.066034
 0.0865 	 -294.93 	 2537.22 	 2242.29 	 1.9577 	 0.055012
 0.0866 	 -294.94 	 2542.09 	 2247.15 	 1.9615 	 0.053722
 0.0867 	 -294.95 	 2546.75 	 2251.80 	 1.9651 	 0.078122
 0.0868 	 -294.96 	 2548.53 	 2253.58 	 1.9665 	 0.065649
 0.0869 	 -294.97 	 2542.68 	 2247.72 	 1.9619 	 0.034349
 0.0870 	 -294.98 	 2524.49 	 2229.51 	 1.9479 	 0.037486
 0.0871 	 -294.98 	 2494.70 	 2199.72 	 1.9249 	 0.069082
 0.0872 	 -294.99 	 2490.29 	 2195.30 	 1.9215 	 0.047580
 0.0873 	 -295.00 	 2504.27 	 2209.26 	 1.9323 	 0.050516
 0.0874 	 -295.01 	 2514.79 	 2219.78 	 1.9404 	 0.064437
 0.0875 	 -295.02 	 2512.05 	 2217.02 	 1.9383 	 0.075293
 0.0876 	 -295.03 	 2512.52 	 2217.49 	 1.9387 	 0.097573
 0.0877 	 -295.05 	 2506.16 	 2211.11 	 1.9338 	 0.134790
 0.0878 	 -295.06 	 2510.19 	 2215.14 	 1.9369 	 0.116082
 0.0879 	 -295.07 	 2494.06 	 2198.99 	 1.9244 	 0.084492
 0.0880 	 -295.07 	 2475.66 	 2180.58 	 1.9102 	 0.066977
 0.0881 	 -295.08 	 2473.20 	 2178.11 	 1.9083 	 0.034045
 0.0882 	 -295.09 	 2479.38 	 2184.29 	 1.9131 	 0.023924
 0.0883 	 -295.10 	 2477.80 	 2182.70 	 1.9119 	 -0.000360
 0.0884 	 -295.11 	 2489.28 	 2194.17 	 1.9207 	 -0.032737
 0.0885 	 -295.12 	 2492.52 	 2197.40 	 1.9232 	 -0.025018
 0.0886 	 -295.13 	 2490.55 	 2195.42 	 1.9217 	 -0.045719
 0.0887 	 -295.14 	 2494.86 	 2199.72 	 1.9250 	 -0.066691
 0.0888 	 -295.15 	 2495.92 	 2200.77 	 1.9259 	 -0.052469
 0.0889 	 -295.16 	 2500.12 	 2204.96 	 1.9291 	 -0.054459
 0.0890 	 -295.17 	 2511.04 	 2215.87 	 1.9375 	 -0.076023
 0.0891 	 -295.18 	 2511.31 	 2216.13 	 1.9377 	 -0.078462
 0.0892 	 -295.19 	 2501.24 	 2206.05 	 1.9300 	 -0.101205
 0.0893 	 -295.20 	 2495.71 	 2200.51 	 1.9257 	 -0.056269
 0.0894 	 -295.21 	 2507.18 	 2211.97 	 1.9346 	 -0.092325
 0.0895 	 -295.22 	 2507.17 	 2211.95 	 1.9345 	 -0.091274
 0.0896 	 -295.23 	 2487.29 	 2192.07 	 1.9192 	 -0.103823
 0.0897 	 -295.24 	 2452.71 	 2157.48 	 1.8925 	 -0.083390
 0.0898 	 -295.25 	 2452.20 	 2156.95 	 1.8921 	 -0.100730
 0.0899 	 -295.25 	 2445.69 	 2150.43 	 1.8871 	 -0.092398
 0.0900 	 -295.26 	 2451.81 	 2156.55 	 1.8918 	 -0.082604
 0.0901 	 -295.27 	 2446.38 	 2151.11 	 1.8876 	 -0.074177
 0.0902 	 -295.28 	 2447.57 	 2152.29 	 1.8886 	 -0.088138
 0.0903 	 -295.29 	 2448.08 	 2152.79 	 1.8890 	 -0.126605
 0.0904 	 -295.30 	 2448.30 	 2153.00 	 1.8891 	 -0.139964
 0.0905 	 -295.31 	 2441.82 	 2146.51 	 1.8841 	 -0.110482
 0.0906 	 -295.32 	 2448.87 	 2153.55 	 1.8896 	 -0.102181
 0.0907 	 -295.33 	 2467.89 	 2172.56 	 1.9042 	 -0.094369
 0.0908 	 -295.34 	 2466.18 	 2170.84 	 1.9029 	 -0.093718
 0.0909 	 -295.35 	 2455.50 	 2160.15 	 1.8947 	 -0.090193
 0.0910 	 -295.36 	 2451.72 	 2156.36 	 1.8918 	 -0.100815
 0.0911 	 -295.37 	 2451.33 	 2155.96 	 1.8915 	 -0.098975
 0.0912 	 -295.38 	 2462.55 	 2167.17 	 1.9001 	 -0.111925
 0.0913 	 -295.39 	 2451.53 	 2156.14 	 1.8916 	 -0.111316
 0.0914 	 -295.40 	 2441.00 	 2145.60 	 1.8835 	 -0.096766
 0.0915 	 -295.41 	 2446.28 	 2150.87 	 1.8876 	 -0.090855
 0.0916 	 -295.42 	 2434.52 	 2139.10 	 1.8785 	 -0.105457
 0.0917 	 -295.43 	 2450.71 	 2155.27 	 1.8910 	 -0.110890
 0.0918 	 -295.44 	 2448.62 	 2153.18 	 1.8894 	 -0.110125
 0.0919 	 -295.46 	 2441.31 	 2145.86 	 1.8837 	 -0.076689
 0.0920 	 -295.47 	 2425.28 	 2129.82 	 1.8714 	 -0.089564
 0.0921 	 -295.48 	 2418.54 	 2123.06 	 1.8662 	 -0.099500
 0.0922 	 -295.49 	 2413.88 	 2118.39 	 1.8626 	 -0.093098
 0.0923 	 -295.50 	 2407.78 	 2112.28 	 1.8579 	 -0.107269
 0.0924 	 -295.51 	 2399.92 	 2104.41 	 1.8518 	 -0.068955
 0.0925 	 -295.52 	 2400.92 	 2105.40 	 1.8526 	 -0.072228
 0.0926 	 -295.53 	 2406.55 	 2111.02 	 1.8569 	 -0.041604
 0.0927 	 -295.54 	 2402.42 	 2106.88 	 1.8537 	 -0.048726
 0.0928 	 -295.55 	 2408.04 	 2112.49 	 1.8581 	 -0.047180
 0.0929 	 -295.56 	 2401.46 	 2105.90 	 1.8530 	 -0.057669
 0.0930 	 -295.57 	 2407.38 	 2111.81 	 1.8575 	 -0.043603
 0.0931 	 -295.58 	 2413.55 	 2117.97 	 1.8623 	 -0.034957
 0.0932 	 -295.60 	 2402.29 	 2106.70 	 1.8536 	 -0.031735
 0.0933 	 -295.61 	 2412.80 	 2117.19 	 1.8617 	 -0.052550
 0.0934 	 -295.62 	 2388.96 	 2093.34 	 1.8433 	 -0.046099
 0.0935 	 -295.63 	 2411.77 	 2116.14 	 1.8609 	 -0.018972
 0.0936 	 -295.64 	 2418.06 	 2122.42 	 1.8658 	 -0.042695
 0.0937 	 -295.65 	 2417.01 	 2121.35 	 1.8650 	 -0.054284
 0.0938 	 -295.66 	 2407.04 	 2111.38 	 1.8573 	 -0.044167
 0.0939 	 -295.67 	 2405.43 	 2109.75 	 1.8560 	 -0.036887
 0.0940 	 -295.68 	 2391.20 	 2095.51 	 1.8451 	 -0.034141
 0.0941 	 -295.69 	 2373.23 	 2077.53 	 1.8312 	 -0.017474
 0.0942 	 -295.71 	 2375.71 	 2080.00 	 1.8331 	 -0.051437
 0.0943 	 -295.72 	 2379.97 	 2084.25 	 1.8364 	 -0.058763
 0.0944 	 -295.73 	 2386.88 	 2091.16 	 1.8417 	 -0.065712
 0.0945 	 -295.74 	 2369.90 	 2074.16 	 1.8286 	 -0.076311
 0.0946 	 -295.75 	 2380.55 	 2084.80 	 1.8368 	 -0.080967
 0.0947 	 -295.76 	 2374.48 	 2078.71 	 1.8322 	 -0.073653
 0.0948 	 -295.77 	 2385.10 	 2089.33 	 1.8404 	 -0.074290
 0.0949 	 -295.78 	 2382.73 	 2086.95 	 1.8385 	 -0.080873
 0.0950 	 -295.80 	 2378.33 	 2082.53 	 1.8351 	 -0.083701
 0.0951 	 -295.81 	 2380.09 	 2084.28 	 1.8365 	 -0.065326
 0.0952 	 -295.82 	 2399.32 	 2103.50 	 1.8513 	 -0.070850
 0.0953 	 -295.83 	 2408.64 	 2112.81 	 1.8585 	 -0.063503
 0.0954 	 -295.84 	 2422.20 	 2126.36 	 1.8690 	 -0.060475
 0.0955 	 -295.85 	 2431.60 	 2135.75 	 1.8762 	 -0.052789
 0.0956 	 -295.86 	 2443.02 	 2147.16 	 1.8850 	 -0.035056
 0.0957 	 -295.88 	 2438.52 	 2142.65 	 1.8816 	 -0.021057
 0.0958 	 -295.89 	 2448.65 	 2152.76 	 1.8894 	 0.001353
 0.0959 	 -295.90 	 2464.52 	 2168.62 	 1.9016 	 0.031580
 0.0960 	 -295.91 	 2466.63 	 2170.73 	 1.9033 	 0.007745
 0.0961 	 -295.92 	 2461.05 	 2165.13 	 1.8990 	 -0.007228
 0.0962 	 -295.93 	 2470.12 	 2174.20 	 1.9060 	 -0.021791
 0.0963 	 -295.94 	 2475.66 	 2179.72 	 1.9102 	 -0.030331
 0.0964 	 -295.95 	 2479.69 	 2183.74 	 1.9133 	 -0.046232
 0.0965 	 -295.96 	 2481.52 	 2185.56 	 1.9148 	 -0.037929
 0.0966 	 -295.97 	 2485.93 	 2189.96 	 1.9182 	 -0.035737
 0.0967 	 -295.98 	 2487.29 	 2191.31 	 1.9192 	 -0.028755
 0.0968 	 -295.99 	 2481.06 	 2185.06 	 1.9144 	 -0.021549
 0.0969 	 -296.01 	 2454.74 	 2158.73 	 1.8941 	 -0.028239
 0.0970 	 -296.02 	 2458.97 	 2162.95 	 1.8974 	 -0.011576
 0.0971 	 -296.03 	 2449.97 	 2153.94 	 1.8904 	 0.012348
 0.0972 	 -296.04 	 2442.25 	 2146.21 	 1.8845 	 0.003272
 0.0973 	 -296.05 	 2444.26 	 2148.21 	 1.8860 	 0.001131
 0.0974 	 -296.06 	 2449.57 	 2153.51 	 1.8901 	 0.014235
 0.0975 	 -296.07 	 2437.39 	 2141.32 	 1.8807 	 0.045929
 0.0976 	 -296.08 	 2435.30 	 2139.22 	 1.8791 	 0.035280
 0.0977 	 -296.09 	 2440.45 	 2144.36 	 1.8831 	 0.025045
 0.0978 	 -296.10 	 2444.51 	 2148.41 	 1.8862 	 0.004181
 0.0979 	 -296.11 	 2442.33 	 2146.22 	 1.8845 	 -0.007212
 0.0980 	 -296.12 	 2445.45 	 2149.32 	 1.8869 	 -0.015434
 0.0981 	 -296.13 	 2448.07 	 2151.94 	 1.8889 	 -0.036715
 0.0982 	 -296.14 	 2461.51 	 2165.37 	 1.8993 	 -0.001171
 0.0983 	 -296.15 	 2456.09 	 2159.94 	 1.8951 	 0.024868
 0.0984 	 -296.16 	 2463.56 	 2167.40 	 1.9009 	 0.062592
 0.0985 	 -296.17 	 2462.37 	 2166.20 	 1.9000 	 0.048093
 0.0986 	 -296.18 	 2446.04 	 2149.86 	 1.8874 	 0.031246
 0.0987 	 -296.19 	 2435.20 	 2139.01 	 1.8790 	 -0.008019
 0.0988 	 -296.20 	 2438.39 	 2142.19 	 1.8815 	 0.000919
 0.0989 	 -296.21 	 2429.56 	 2133.35 	 1.8747 	 -0.008921
 0.0990 	 -296.22 	 2415.06 	 2118.84 	 1.8635 	 -0.018183
 0.0991 	 -296.23 	 2415.79 	 2119.56 	 1.8640 	 -0.018697
 0.0992 	 -296.24 	 2424.30 	 2128.06 	 1.8706 	 -0.004782
 0.0993 	 -296.25 	 2417.99 	 2121.74 	 1.8657 	 -0.012544
 0.0994 	 -296.26 	 2407.37 	 2111.11 	 1.8575 	 -0.028133
 0.0995 	 -296.27 	 2407.56 	 2111.30 	 1.8577 	 -0.016078
 0.0996 	 -296.28 	 2410.53 	 2114.25 	 1.8600 	 -0.015931
 0.0997 	 -296.29 	 2394.83 	 2098.54 	 1.8479 	 0.023086
 0.0998 	 -296.30 	 2393.74 	 2097.44 	 1.8470 	 0.034793
 0.0999 	 -296.31 	 2393.58 	 2097.27 	 1.8469 	 0.031062
